State,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
Maryland,2018,Nov,68,65.4,3233406(R),3111513(R),121893(R),3.8(R)
Maryland,2018,Dec,68.1,65.5,3238549(R),3116742(R),121807(R),3.8(R)
Massachusetts,2017,Jan,65.7,63.3,3658490(R),3519862(R),138628(R),3.8(R)
Massachusetts,2017,Feb,65.8,63.3,3665221(R),3525821(R),139400(R),3.8(R)
Massachusetts,2017,Mar,65.9,63.4,3671099(R),3531228(R),139871(R),3.8(R)
Massachusetts,2017,Apr,66,63.4,3676244(R),3536178(R),140066(R),3.8(R)
Massachusetts,2017,May,66,63.5,3680990(R),3541090(R),139900(R),3.8(R)
Massachusetts,2017,Jun,66,63.5,3685642(R),3546165(R),139477(R),3.8(R)
Massachusetts,2017,Jul,66.1,63.6,3690606(R),3551639(R),138967(R),3.8(R)
Massachusetts,2017,Aug,66.1,63.7,3695906(R),3557650(R),138256(R),3.7(R)
Massachusetts,2017,Sep,66.2,63.8,3701711(R),3564432(R),137279(R),3.7(R)
Massachusetts,2017,Oct,66.3,63.9,3708326(R),3572182(R),136144(R),3.7(R)
Massachusetts,2017,Nov,66.4,64,3716022(R),3580888(R),135134(R),3.6(R)
Massachusetts,2017,Dec,66.5,64.1,3725250(R),3591029(R),134221(R),3.6(R)
Massachusetts,2018,Jan,66.7,64.3,3736286(R),3602886(R),133400(R),3.6(R)
Massachusetts,2018,Feb,66.9,64.6,3748938(R),3616193(R),132745(R),3.5(R)
Massachusetts,2018,Mar,67.1,64.8,3762067(R),3629933(R),132134(R),3.5(R)
Massachusetts,2018,Apr,67.3,65,3773854(R),3642519(R),131335(R),3.5(R)
Massachusetts,2018,May,67.5,65.1,3783261(R),3652972(R),130289(R),3.4(R)
Massachusetts,2018,Jun,67.5,65.3,3790370(R),3661467(R),128903(R),3.4(R)
Massachusetts,2018,Jul,67.6,65.3,3795629(R),3668492(R),127137(R),3.3(R)
Massachusetts,2018,Aug,67.7,65.4,3800026(R),3674675(R),125351(R),3.3(R)
Massachusetts,2018,Sep,67.7,65.5,3804087(R),3680361(R),123726(R),3.3(R)
Massachusetts,2018,Oct,67.7,65.6,3807636(R),3685380(R),122256(R),3.2(R)
Massachusetts,2018,Nov,67.8,65.6,3810080(R),3689148(R),120932(R),3.2(R)
Massachusetts,2018,Dec,67.8,65.6,3810634(R),3690899(R),119735(R),3.1(R)
Michigan,2017,Jan,61.4,58.4,4872537(R),4634443(R),238094(R),4.9(R)
Michigan,2017,Feb,61.4,58.5,4871666(R),4641291(R),230375(R),4.7(R)
Michigan,2017,Mar,61.3,58.5,4870707(R),4647704(R),223003(R),4.6(R)
Michigan,2017,Apr,61.3,58.6,4871408(R),4653371(R),218037(R),4.5(R)
Michigan,2017,May,61.4,58.6,4874830(R),4658487(R),216343(R),4.4(R)
Michigan,2017,Jun,61.4,58.7,4880622(R),4662760(R),217862(R),4.5(R)
Michigan,2017,Jul,61.5,58.7,4887810(R),4665932(R),221878(R),4.5(R)
Michigan,2017,Aug,61.5,58.7,4893887(R),4667621(R),226266(R),4.6(R)
Michigan,2017,Sep,61.5,58.7,4896914(R),4668084(R),228830(R),4.7(R)
Michigan,2017,Oct,61.5,58.6,4896847(R),4668169(R),228678(R),4.7(R)
Michigan,2017,Nov,61.5,58.6,4894842(R),4668314(R),226528(R),4.6(R)
Michigan,2017,Dec,61.4,58.6,4892769(R),4669708(R),223061(R),4.6(R)
Michigan,2018,Jan,61.4,58.7,4893013(R),4673543(R),219470(R),4.5(R)
Michigan,2018,Feb,61.5,58.7,4896797(R),4680362(R),216435(R),4.4(R)
Michigan,2018,Mar,61.5,58.8,4902556(R),4689149(R),213407(R),4.4(R)
Michigan,2018,Apr,61.6,58.9,4906354(R),4696814(R),209540(R),4.3(R)
Michigan,2018,May,61.6,59,4906591(R),4701549(R),205042(R),4.2(R)
Michigan,2018,Jun,61.5,59,4904788(R),4704304(R),200484(R),4.1(R)
Michigan,2018,Jul,61.5,59,4902784(R),4706636(R),196148(R),4.0(R)
Michigan,2018,Aug,61.5,59,4903662(R),4710140(R),193522(R),3.9(R)
Michigan,2018,Sep,61.5,59.1,4908817(R),4715487(R),193330(R),3.9(R)
Michigan,2018,Oct,61.6,59.1,4917430(R),4722041(R),195389(R),4.0(R)
Michigan,2018,Nov,61.7,59.2,4927529(R),4728438(R),199091(R),4.0(R)
Michigan,2018,Dec,61.8,59.3,4936053(R),4732540(R),203513(R),4.1(R)
Minesota,2017,Jan,70.3,67.6,3048278(R),2933511(R),114767(R),3.8(R)
Minesota,2017,Feb,70.3,67.7,3049745(R),2938220(R),111525(R),3.7(R)
Minesota,2017,Mar,70.3,67.8,3051441(R),2942677(R),108764(R),3.6(R)
Minesota,2017,Apr,70.3,67.8,3053567(R),2946664(R),106903(R),3.5(R)
Minesota,2017,May,70.3,67.8,3055914(R),2950324(R),105590(R),3.5(R)
Minesota,2017,Jun,70.3,67.9,3058239(R),2953742(R),104497(R),3.4(R)
Minesota,2017,Jul,70.3,67.9,3060454(R),2956931(R),103523(R),3.4(R)
Minesota,2017,Aug,70.2,67.9,3061889(R),2959715(R),102174(R),3.3(R)
Minesota,2017,Sep,70.2,67.9,3062333(R),2962056(R),100277(R),3.3(R)
Minesota,2017,Oct,70.1,67.9,3062047(R),2964049(R),97998(R),3.2(R)
Minesota,2017,Nov,70.1,67.9,3061481(R),2965577(R),95904(R),3.1(R)
Minesota,2017,Dec,70,67.9,3061162(R),2966934(R),94228(R),3.1(R)
Minesota,2018,Jan,70,67.9,3061622(R),2968564(R),93058(R),3.0(R)
Minesota,2018,Feb,70,67.9,3063130(R),2970767(R),92363(R),3.0(R)
Minesota,2018,Mar,70,67.9,3065197(R),2973525(R),91672(R),3.0(R)
Minesota,2018,Apr,70,67.9,3066759(R),2976186(R),90573(R),3.0(R)
Minesota,2018,May,70,67.9,3067566(R),2978174(R),89392(R),2.9(R)
Minesota,2018,Jun,69.9,67.9,3067978(R),2979644(R),88334(R),2.9(R)
Minesota,2018,Jul,69.9,67.9,3068467(R),2981142(R),87325(R),2.8(R)
Minesota,2018,Aug,69.9,67.9,3070293(R),2983142(R),87151(R),2.8(R)
Minesota,2018,Sep,69.9,67.9,3073942(R),2985670(R),88272(R),2.9(R)
Minesota,2018,Oct,70,67.9,3079042(R),2988502(R),90540(R),2.9(R)
Minesota,2018,Nov,70,67.9,3084727(R),2991361(R),93366(R),3.0(R)
Minesota,2018,Dec,70.1,67.9,3089750(R),2993761(R),95989(R),3.1(R)
Mississippi,2017,Jan,56,53,1280467(R),1211585(R),68882(R),5.4(R)
Mississippi,2017,Feb,56,53,1280290(R),1212402(R),67888(R),5.3(R)
Mississippi,2017,Mar,56,53,1279940(R),1212873(R),67067(R),5.2(R)
Mississippi,2017,Apr,55.9,53,1279531(R),1213077(R),66454(R),5.2(R)
Mississippi,2017,May,55.9,53,1279058(R),1213124(R),65934(R),5.2(R)
Mississippi,2017,Jun,55.9,53,1278463(R),1213029(R),65434(R),5.1(R)
Mississippi,2017,Jul,55.8,53,1277866(R),1212939(R),64927(R),5.1(R)
Mississippi,2017,Aug,55.8,53,1277163(R),1212886(R),64277(R),5.0(R)
Mississippi,2017,Sep,55.8,53,1276188(R),1212687(R),63501(R),5.0(R)
Mississippi,2017,Oct,55.7,53,1274938(R),1212198(R),62740(R),4.9(R)
Mississippi,2017,Nov,55.6,52.9,1273531(R),1211370(R),62161(R),4.9(R)
Mississippi,2017,Dec,55.6,52.9,1272264(R),1210447(R),61817(R),4.9(R)
Mississippi,2018,Jan,55.6,52.9,1271479(R),1209764(R),61715(R),4.9(R)
Mississippi,2018,Feb,55.6,52.9,1271287(R),1209516(R),61771(R),4.9(R)
Mississippi,2018,Mar,55.6,52.9,1271440(R),1209652(R),61788(R),4.9(R)
Mississippi,2018,Apr,55.6,52.9,1271336(R),1209750(R),61586(R),4.8(R)
Mississippi,2018,May,55.6,52.9,1270625(R),1209444(R),61181(R),4.8(R)
Mississippi,2018,Jun,55.5,52.9,1269435(R),1208765(R),60670(R),4.8(R)
Mississippi,2018,Jul,55.5,52.9,1268013(R),1207788(R),60225(R),4.7(R)
Mississippi,2018,Aug,55.4,52.8,1266921(R),1206751(R),60170(R),4.7(R)
Mississippi,2018,Sep,55.4,52.8,1266590(R),1205948(R),60642(R),4.8(R)
Mississippi,2018,Oct,55.4,52.7,1267023(R),1205449(R),61574(R),4.9(R)
Mississippi,2018,Nov,55.4,52.7,1267932(R),1205127(R),62805(R),5.0(R)
Mississippi,2018,Dec,55.5,52.7,1268895(R),1204784(R),64111(R),5.1(R)
Missouri,2017,Jan,64.3,61.7,3064503(R),2938306(R),126197(R),4.1(R)
Missouri,2017,Feb,64.3,61.7,3062879(R),2941004(R),121875(R),4.0(R)
Missouri,2017,Mar,64.2,61.7,3062473(R),2943685(R),118788(R),3.9(R)
Missouri,2017,Apr,64.2,61.8,3063071(R),2946310(R),116761(R),3.8(R)
Missouri,2017,May,64.2,61.8,3064079(R),2948979(R),115100(R),3.8(R)
Missouri,2017,Jun,64.2,61.8,3064985(R),2951384(R),113601(R),3.7(R)
Missouri,2017,Jul,64.2,61.9,3065765(R),2953279(R),112486(R),3.7(R)
Missouri,2017,Aug,64.2,61.9,3065797(R),2954250(R),111547(R),3.6(R)
Missouri,2017,Sep,64.1,61.8,3064685(R),2954115(R),110570(R),3.6(R)
Missouri,2017,Oct,64.1,61.8,3062591(R),2953071(R),109520(R),3.6(R)
Missouri,2017,Nov,64,61.7,3059836(R),2951457(R),108379(R),3.5(R)
Missouri,2017,Dec,63.9,61.7,3056857(R),2950059(R),106798(R),3.5(R)
Missouri,2018,Jan,63.9,61.7,3054637(R),2949635(R),105002(R),3.4(R)
Missouri,2018,Feb,63.8,61.7,3054065(R),2950686(R),103379(R),3.4(R)
Missouri,2018,Mar,63.8,61.7,3054534(R),2952953(R),101581(R),3.3(R)
Missouri,2018,Apr,63.8,61.7,3054401(R),2955083(R),99318(R),3.3(R)
Missouri,2018,May,63.8,61.7,3053081(R),2956121(R),96960(R),3.2(R)
Missouri,2018,Jun,63.7,61.7,3050976(R),2956351(R),94625(R),3.1(R)
Missouri,2018,Jul,63.6,61.7,3048597(R),2956269(R),92328(R),3.0(R)
Missouri,2018,Aug,63.6,61.7,3047578(R),2956632(R),90946(R),3.0(R)
Missouri,2018,Sep,63.6,61.7,3049023(R),2957990(R),91033(R),3.0(R)
Missouri,2018,Oct,63.6,61.7,3052936(R),2960320(R),92616(R),3.0(R)
Missouri,2018,Nov,63.7,61.7,3058275(R),2963187(R),95088(R),3.1(R)
Missouri,2018,Dec,63.8,61.8,3063304(R),2965735(R),97569(R),3.2(R)
Montana,2017,Jan,63.2,60.7,523682(R),502819(R),20863(R),4.0(R)
Montana,2017,Feb,63.2,60.7,524142(R),503310(R),20832(R),4.0(R)
Montana,2017,Mar,63.2,60.7,524653(R),503847(R),20806(R),4.0(R)
Montana,2017,Apr,63.2,60.7,525152(R),504360(R),20792(R),4.0(R)
Montana,2017,May,63.2,60.7,525591(R),504808(R),20783(R),4.0(R)
Montana,2017,Jun,63.2,60.7,525939(R),505142(R),20797(R),4.0(R)
Montana,2017,Jul,63.1,60.6,526155(R),505332(R),20823(R),4.0(R)
Montana,2017,Aug,63.1,60.6,526236(R),505442(R),20794(R),4.0(R)
Montana,2017,Sep,63,60.5,526271(R),505558(R),20713(R),3.9(R)
Montana,2017,Oct,62.9,60.5,526359(R),505766(R),20593(R),3.9(R)
Montana,2017,Nov,62.9,60.5,526503(R),506057(R),20446(R),3.9(R)
Montana,2017,Dec,62.9,60.5,526665(R),506396(R),20269(R),3.8(R)
Montana,2018,Jan,62.9,60.5,526863(R),506795(R),20068(R),3.8(R)
Montana,2018,Feb,62.8,60.5,527149(R),507281(R),19868(R),3.8(R)
Montana,2018,Mar,62.8,60.5,527522(R),507839(R),19683(R),3.7(R)
Montana,2018,Apr,62.8,60.5,527913(R),508392(R),19521(R),3.7(R)
Montana,2018,May,62.8,60.5,528265(R),508873(R),19392(R),3.7(R)
Montana,2018,Jun,62.8,60.5,528573(R),509288(R),19285(R),3.6(R)
Montana,2018,Jul,62.8,60.5,528881(R),509696(R),19185(R),3.6(R)
Montana,2018,Aug,62.8,60.5,529238(R),510153(R),19085(R),3.6(R)
Montana,2018,Sep,62.8,60.5,529646(R),510687(R),18959(R),3.6(R)
Montana,2018,Oct,62.7,60.5,530058(R),511240(R),18818(R),3.6(R)
Montana,2018,Nov,62.7,60.5,530431(R),511732(R),18699(R),3.5(R)
Montana,2018,Dec,62.7,60.5,530733(R),512115(R),18618(R),3.5(R)
Nebraska,2017,Jan,69.2,67.1,1008670(R),978150(R),30520(R),3.0(R)
Nebraska,2017,Feb,69.2,67.1,1008992(R),978897(R),30095(R),3.0(R)
Nebraska,2017,Mar,69.2,67.2,1009492(R),979770(R),29722(R),2.9(R)
Nebraska,2017,Apr,69.2,67.2,1010113(R),980653(R),29460(R),2.9(R)
Nebraska,2017,May,69.2,67.2,1010770(R),981453(R),29317(R),2.9(R)
Nebraska,2017,Jun,69.2,67.2,1011431(R),982150(R),29281(R),2.9(R)
Nebraska,2017,Jul,69.2,67.2,1012125(R),982812(R),29313(R),2.9(R)
Nebraska,2017,Aug,69.2,67.2,1012820(R),983490(R),29330(R),2.9(R)
Nebraska,2017,Sep,69.2,67.2,1013521(R),984192(R),29329(R),2.9(R)
Nebraska,2017,Oct,69.3,67.2,1014299(R),984933(R),29366(R),2.9(R)
Nebraska,2017,Nov,69.3,67.3,1015169(R),985709(R),29460(R),2.9(R)
Nebraska,2017,Dec,69.3,67.3,1016118(R),986561(R),29557(R),2.9(R)
Nebraska,2018,Jan,69.3,67.3,1017168(R),987524(R),29644(R),2.9(R)
Nebraska,2018,Feb,69.4,67.4,1018343(R),988614(R),29729(R),2.9(R)
Nebraska,2018,Mar,69.4,67.4,1019584(R),989813(R),29771(R),2.9(R)
Nebraska,2018,Apr,69.5,67.5,1020765(R),991044(R),29721(R),2.9(R)
Nebraska,2018,May,69.5,67.5,1021856(R),992226(R),29630(R),2.9(R)
Nebraska,2018,Jun,69.6,67.5,1022900(R),993341(R),29559(R),2.9(R)
Nebraska,2018,Jul,69.6,67.6,1023930(R),994373(R),29557(R),2.9(R)
Nebraska,2018,Aug,69.6,67.6,1025032(R),995357(R),29675(R),2.9(R)
Nebraska,2018,Sep,69.6,67.6,1026227(R),996357(R),29870(R),2.9(R)
Nebraska,2018,Oct,69.7,67.6,1027492(R),997335(R),30157(R),2.9(R)
Nebraska,2018,Nov,69.7,67.7,1028753(R),998218(R),30535(R),3.0(R)
Nebraska,2018,Dec,69.8,67.7,1029900(R),998950(R),30950(R),3.0(R)
Nevada,2017,Jan,62.6,59.3,1441360(R),1365954(R),75406(R),5.2(R)
Nevada,2017,Feb,62.6,59.4,1444847(R),1369897(R),74950(R),5.2(R)
Nevada,2017,Mar,62.7,59.4,1448446(R),1373828(R),74618(R),5.2(R)
Nevada,2017,Apr,62.7,59.5,1452048(R),1377714(R),74334(R),5.1(R)
Nevada,2017,May,62.8,59.6,1455550(R),1381585(R),73965(R),5.1(R)
Nevada,2017,Jun,62.8,59.7,1458918(R),1385459(R),73459(R),5.0(R)
Nevada,2017,Jul,62.9,59.7,1462296(R),1389400(R),72896(R),5.0(R)
Nevada,2017,Aug,62.9,59.8,1465727(R),1393376(R),72351(R),4.9(R)
Nevada,2017,Sep,62.9,59.8,1469187(R),1397325(R),71862(R),4.9(R)
Nevada,2017,Oct,62.9,59.9,1472724(R),1401245(R),71479(R),4.9(R)
Nevada,2017,Nov,63,59.9,1476306(R),1405134(R),71172(R),4.8(R)
Nevada,2017,Dec,63,60,1479888(R),1409097(R),70791(R),4.8(R)
Nevada,2018,Jan,63.1,60.1,1483433(R),1413172(R),70261(R),4.7(R)
Nevada,2018,Feb,63.1,60.1,1486949(R),1417368(R),69581(R),4.7(R)
Nevada,2018,Mar,63.1,60.2,1490478(R),1421680(R),68798(R),4.6(R)
Nevada,2018,Apr,63.2,60.3,1493990(R),1425997(R),67993(R),4.6(R)
Nevada,2018,May,63.2,60.4,1497541(R),1430270(R),67271(R),4.5(R)
Nevada,2018,Jun,63.3,60.5,1501256(R),1434602(R),66654(R),4.4(R)
Nevada,2018,Jul,63.3,60.5,1505142(R),1439024(R),66118(R),4.4(R)
Nevada,2018,Aug,63.4,60.6,1509203(R),1443506(R),65697(R),4.4(R)
Nevada,2018,Sep,63.4,60.7,1513349(R),1447976(R),65373(R),4.3(R)
Nevada,2018,Oct,63.5,60.8,1517345(R),1452274(R),65071(R),4.3(R)
Nevada,2018,Nov,63.5,60.8,1521037(R),1456325(R),64712(R),4.3(R)
Nevada,2018,Dec,63.6,60.9,1524369(R),1460108(R),64261(R),4.2(R)
New Hampshire,2017,Jan,68.3,66.4,752635(R),731535(R),21100(R),2.8(R)
New Hampshire,2017,Feb,68.3,66.4,752715(R),731771(R),20944(R),2.8(R)
New Hampshire,2017,Mar,68.3,66.4,752975(R),732242(R),20733(R),2.8(R)
New Hampshire,2017,Apr,68.3,66.4,753375(R),732862(R),20513(R),2.7(R)
New Hampshire,2017,May,68.3,66.4,753864(R),733522(R),20342(R),2.7(R)
New Hampshire,2017,Jun,68.3,66.4,754385(R),734128(R),20257(R),2.7(R)
New Hampshire,2017,Jul,68.3,66.4,754886(R),734628(R),20258(R),2.7(R)
New Hampshire,2017,Aug,68.3,66.4,755342(R),735038(R),20304(R),2.7(R)
New Hampshire,2017,Sep,68.3,66.4,755799(R),735450(R),20349(R),2.7(R)
New Hampshire,2017,Oct,68.3,66.4,756335(R),735975(R),20360(R),2.7(R)
New Hampshire,2017,Nov,68.3,66.5,756948(R),736606(R),20342(R),2.7(R)
New Hampshire,2017,Dec,68.3,66.5,757622(R),737320(R),20302(R),2.7(R)
New Hampshire,2018,Jan,68.4,66.5,758385(R),738133(R),20252(R),2.7(R)
New Hampshire,2018,Feb,68.4,66.6,759267(R),739058(R),20209(R),2.7(R)
New Hampshire,2018,Mar,68.5,66.7,760233(R),740073(R),20160(R),2.7(R)
New Hampshire,2018,Apr,68.5,66.7,761142(R),741076(R),20066(R),2.6(R)
New Hampshire,2018,May,68.6,66.8,761892(R),741989(R),19903(R),2.6(R)
New Hampshire,2018,Jun,68.6,66.8,762514(R),742836(R),19678(R),2.6(R)
New Hampshire,2018,Jul,68.6,66.8,763061(R),743636(R),19425(R),2.5(R)
New Hampshire,2018,Aug,68.6,66.9,763634(R),744434(R),19200(R),2.5(R)
New Hampshire,2018,Sep,68.6,66.9,764355(R),745306(R),19049(R),2.5(R)
New Hampshire,2018,Oct,68.6,66.9,765272(R),746283(R),18989(R),2.5(R)
New Hampshire,2018,Nov,68.7,67,766392(R),747376(R),19016(R),2.5(R)
New Hampshire,2018,Dec,68.8,67,767633(R),748524(R),19109(R),2.5(R)
New Jersey,2017,Jan,63.3,60.4,4461746(R),4256013(R),205733(R),4.6(R)
New Jersey,2017,Feb,63.3,60.4,4461245(R),4257961(R),203284(R),4.6(R)
New Jersey,2017,Mar,63.3,60.5,4461144(R),4258943(R),202201(R),4.5(R)
New Jersey,2017,Apr,63.3,60.4,4461194(R),4258672(R),202522(R),4.5(R)
New Jersey,2017,May,63.3,60.4,4460983(R),4257252(R),203731(R),4.6(R)
New Jersey,2017,Jun,63.3,60.3,4460352(R),4254705(R),205647(R),4.6(R)
New Jersey,2017,Jul,63.2,60.3,4459059(R),4251211(R),207848(R),4.7(R)
New Jersey,2017,Aug,63.2,60.2,4456259(R),4246868(R),209391(R),4.7(R)
New Jersey,2017,Sep,63.1,60.1,4451899(R),4242119(R),209780(R),4.7(R)
New Jersey,2017,Oct,63,60,4446491(R),4237472(R),209019(R),4.7(R)
New Jersey,2017,Nov,62.9,60,4440412(R),4233062(R),207350(R),4.7(R)
New Jersey,2017,Dec,62.8,59.9,4434158(R),4229695(R),204463(R),4.6(R)
New Jersey,2018,Jan,62.7,59.9,4429148(R),4228216(R),200932(R),4.5(R)
New Jersey,2018,Feb,62.7,59.9,4426833(R),4229220(R),197613(R),4.5(R)
New Jersey,2018,Mar,62.7,60,4427229(R),4232626(R),194603(R),4.4(R)
New Jersey,2018,Apr,62.7,60,4428470(R),4236980(R),191490(R),4.3(R)
New Jersey,2018,May,62.7,60.1,4429065(R),4241062(R),188003(R),4.2(R)
New Jersey,2018,Jun,62.7,60.1,4428816(R),4245082(R),183734(R),4.1(R)
New Jersey,2018,Jul,62.7,60.2,4428176(R),4249462(R),178714(R),4.0(R)
New Jersey,2018,Aug,62.7,60.2,4428823(R),4254763(R),174060(R),3.9(R)
New Jersey,2018,Sep,62.7,60.3,4431853(R),4261271(R),170582(R),3.8(R)
New Jersey,2018,Oct,62.8,60.4,4437542(R),4268824(R),168718(R),3.8(R)
New Jersey,2018,Nov,62.9,60.5,4445042(R),4277081(R),167961(R),3.8(R)
New Jersey,2018,Dec,63,60.6,4452190(R),4284903(R),167287(R),3.8(R)
New Mexico,2017,Jan,57.7,54.1,935709(R),876205(R),59504(R),6.4(R)
New Mexico,2017,Feb,57.7,54.1,935778(R),877084(R),58694(R),6.3(R)
New Mexico,2017,Mar,57.7,54.1,935831(R),878012(R),57819(R),6.2(R)
New Mexico,2017,Apr,57.7,54.2,935820(R),878905(R),56915(R),6.1(R)
New Mexico,2017,May,57.7,54.2,935772(R),879750(R),56022(R),6.0(R)
